customer_id,age,income_proxy,employment_type,credit_score_band,acquisition_channel,loan_product,loan_amount,tenure_months,interest_rate,origination_risk_grade,repayment_behavior,delinquency_status,partial_payment_flag,cashflow_volatility,acquisition_cost,approval_turnaround_days,origination_date,default_indicator,customer_lifetime_value
875,29,Low,Salaried,Excellent,Direct mail,BNPL,8194.171401166366,3,0.11,A,Late 1-15 days,0,0,Medium,15,6.357452067775018,2030-05-04,0,150.68340359251124
876,32,Low,Salaried,Poor,Digital ad,BNPL,24783.536007677456,6,0.22,E,On time,0,0,Low,8,1.037468444363402,2056-05-16,0,1614.3478647701086
877,58,Low,Self-employed,Good,Direct mail,Personal loan,28998.216731619854,24,0.16999999999999998,C,On time,0,0,High,15,3.2172897346269314,2059-01-15,0,5411.483020057327
878,35,High,Salaried,Excellent,Partner referral,Personal loan,218600.88686703402,12,0.13,A,On time,0,0,Medium,25,2.8171313998834395,2039-12-03,0,15697.141330596234
879,51,Low,Salaried,Poor,Digital ad,BNPL,11661.569410123635,6,0.22,E,Late 1-15 days,0,0,High,8,1.2278605131632583,2045-03-04,0,759.6103183690047
880,56,Medium,Salaried,Good,Digital ad,Personal loan,144724.7696963078,12,0.15,C,On time,0,0,High,8,1.170477991710638,2027-09-11,0,12026.591911655734
881,42,Medium,Self-employed,Good,Direct mail,Personal loan,47983.727402630895,24,0.16999999999999998,C,On time,0,0,High,15,4.483580391630724,2061-06-08,0,8954.451526505705
882,58,Medium,Salaried,Fair,Digital ad,Personal loan,135844.26855206862,3,0.19,D,On time,0,0,Low,8,0.895279189811615,2051-08-05,0,4324.259984787641
883,26,Low,Salaried,Poor,Digital ad,BNPL,22630.50978508698,6,0.22,E,Default,2,1,Low,8,1.2043259004218259,2050-02-28,1,-14367.252624122797
884,40,Medium,Self-employed,Good,Digital ad,Personal loan,101681.55861420705,12,0.15,C,On time,0,0,High,8,1.0267034290648045,2059-10-23,0,8449.7119115151
885,35,Low,Salaried,Fair,Digital ad,Personal loan,33084.16294814806,3,0.19,D,Default,2,1,Medium,8,1.9772296339156687,2042-05-28,1,-22105.763102741068
886,47,Medium,Self-employed,Good,Direct mail,BNPL,13842.317419653675,3,0.13,C,Default,1,1,Medium,15,2.942914725460566,2057-07-30,1,-9388.628128409347
887,25,Low,Business,Fair,Digital ad,Personal loan,24748.28036762341,3,0.19,D,Late 1-15 days,0,0,Medium,8,0.6798230641772359,2063-07-20,0,787.7991440249789
888,46,Medium,Self-employed,Fair,Partner referral,BNPL,24290.279999702223,3,0.17,D,On time,0,0,Low,25,6.063753660159628,2051-03-02,0,691.4516377164837
889,46,Medium,Salaried,Fair,Digital ad,Personal loan,126357.86621710105,3,0.19,D,Late 15-30 days,0,0,Low,8,1.6578106483499577,2023-01-15,0,4022.2842705824296
890,39,Medium,Salaried,Excellent,Partner referral,BNPL,17992.414631071806,6,0.11,A,On time,0,0,Medium,25,6.0913918712545625,2059-11-15,0,581.6459220184188
891,29,Medium,Salaried,Excellent,Digital ad,Personal loan,121074.08378203672,12,0.13,A,On time,0,0,Low,8,1.2446458148588437,2055-07-06,0,8694.004090454953
892,60,Medium,Business,Good,Partner referral,SME working capital,297764.92073931696,12,0.15,C,On time,0,0,Low,25,3.0949248771299995,2056-12-01,0,24744.189918926102
893,35,High,Business,Excellent,Digital ad,Personal loan,232844.42060016093,24,0.15,A,On time,0,0,Low,8,1.8591135206370404,2024-06-17,0,38111.87071190946
894,53,Low,Salaried,Good,Digital ad,BNPL,19454.043255256314,3,0.13,C,On time,0,0,High,8,1.6906131062652094,2043-08-12,0,423.0181543551371
895,59,Medium,Self-employed,Poor,Digital ad,BNPL,14202.240039467646,6,0.22,E,Late 1-15 days,0,0,High,8,1.61874812154165,2029-09-19,0,925.1043061637665
896,54,Medium,Self-employed,Fair,Partner referral,BNPL,4747.025567132947,6,0.17,D,On time,0,0,High,25,2.1788806390646163,2031-10-13,0,238.13222894322007
897,44,Medium,Salaried,Poor,Digital ad,Personal loan,106058.20645984283,3,0.24,E,Default,1,1,Low,8,1.229098444694721,2045-01-12,1,-69970.41501175836
898,36,Low,Salaried,Fair,Partner referral,BNPL,18449.552923531995,3,0.17,D,On time,0,0,High,25,3.699458047697366,2034-11-12,0,525.1884121660805
899,54,Medium,Salaried,Good,Digital ad,BNPL,4872.735773638471,6,0.13,C,On time,0,0,High,8,1.0160978753524486,2040-09-07,0,186.4167625436794
900,46,Low,Salaried,Poor,App store,Personal loan,8186.578713089713,6,0.24,E,On time,0,0,Low,5,0.6888582733626116,2033-01-27,0,582.5149769127893
901,38,Low,Business,Good,Digital ad,Personal loan,16233.545307023609,12,0.15,C,On time,0,0,Medium,8,1.8247371988317171,2027-10-10,0,1349.003526463568
902,54,Low,Business,Fair,Digital ad,BNPL,25335.63213011967,6,0.17,D,On time,0,0,High,8,0.863769287423753,2035-10-16,0,1270.9496642704507
903,23,Low,Salaried,Fair,Digital ad,Personal loan,7865.4562718132365,3,0.19,D,Default,1,1,Low,8,0.5738529134453627,2045-09-17,1,-5255.4424094748065
904,35,Medium,Salaried,Poor,Digital ad,Personal loan,82546.03998728003,3,0.24,E,Default,2,1,Low,8,1.1887115529983543,2032-03-20,1,-54458.592769755036
905,60,High,Salaried,Fair,Direct mail,SME working capital,343229.22432671115,3,0.19,D,On time,0,0,Low,15,4.718352990551303,2037-09-07,0,10925.837476881105
906,27,Low,Self-employed,Fair,Digital ad,BNPL,9099.486121513259,3,0.17,D,On time,0,0,High,8,1.0347633739837976,2036-07-21,0,259.02766790567694
907,27,High,Self-employed,Excellent,Direct mail,Personal loan,407969.5593642922,24,0.15,A,On time,0,0,Low,15,3.8389368085602698,2058-10-14,0,66776.27516609605
908,24,High,Salaried,Excellent,Digital ad,Personal loan,440241.7989001126,12,0.13,A,On time,0,0,Low,8,1.0900309642129162,2049-02-27,0,31612.578686263005
909,28,High,Salaried,Excellent,Direct mail,Personal loan,332115.3937739789,12,0.13,A,On time,0,0,Low,15,5.424450343696366,2024-07-22,0,23848.312551942072
910,29,High,Salaried,Good,Direct mail,BNPL,26170.825716824675,3,0.13,C,Default,2,1,Medium,15,3.2835685584797725,2051-11-10,1,-17750.50687103997
911,36,Medium,Salaried,Fair,App store,Personal loan,132109.1490363238,3,0.19,D,On time,0,0,Low,5,1.9101197234081684,2023-02-01,0,4205.361866872961
912,50,Low,Business,Good,Digital ad,Personal loan,14968.357717288216,6,0.15,C,On time,0,0,Low,8,1.0722781658542535,2057-02-18,0,661.6442397778283
913,54,Medium,Salaried,Poor,Direct mail,BNPL,20060.49193392257,6,0.22,E,On time,0,0,Medium,15,4.097871880126582,2023-05-02,0,1306.6986207994596
914,51,Medium,Salaried,Good,Digital ad,SME working capital,289040.32835776417,12,0.15,C,Default,2,1,Low,8,0.7212718883995072,2030-09-17,1,-178309.0513610565
915,60,High,Salaried,Good,Digital ad,BNPL,17709.519230507798,3,0.13,C,On time,0,0,Medium,8,1.1974539584798891,2057-01-07,0,385.08437763352777
916,48,High,Salaried,Good,Partner referral,Personal loan,422311.40053146693,12,0.15,C,Default,2,1,Low,25,5.4825894838246105,2027-01-10,1,-260524.00935041445
917,57,Medium,Salaried,Fair,Digital ad,Personal loan,103603.94700173815,3,0.19,D,On time,0,0,Medium,8,1.0075700080302314,2061-10-19,0,3297.9705883870483
918,50,Medium,Salaried,Excellent,Partner referral,BNPL,9964.795769389748,6,0.11,A,On time,0,0,Low,25,2.9620906076675997,2040-01-02,0,322.1347963492699
919,59,Low,Business,Good,App store,BNPL,21196.696181313633,3,0.13,C,On time,0,0,High,5,1.651356844538316,2060-06-01,0,460.9112449990607
920,54,Low,Salaried,Good,Direct mail,SME working capital,67039.99155048389,12,0.15,C,On time,0,0,Medium,15,4.974951569769361,2056-01-06,0,5571.006413279421
921,58,Medium,Salaried,Fair,Digital ad,BNPL,19498.61531292242,6,0.17,D,Default,2,1,Low,8,1.233641640609259,2057-04-06,1,-12670.892164679955
922,48,Medium,Salaried,Poor,Partner referral,BNPL,4668.966618562461,3,0.22,E,Default,1,1,Low,25,3.92935237311054,2025-07-16,1,-3096.044527456421
923,54,High,Self-employed,Excellent,Digital ad,SME working capital,300588.3863295331,24,0.15,A,On time,0,0,Medium,8,0.9278906763772439,2023-12-27,0,49200.17274953221
924,25,Medium,Salaried,Poor,Partner referral,BNPL,24810.293841822713,3,0.22,E,On time,0,0,Medium,25,2.578836482518951,2061-05-02,0,915.2194685623981
925,43,High,Self-employed,Good,Partner referral,Personal loan,272508.3188481637,24,0.16999999999999998,C,On time,0,0,Medium,25,3.3298824550703743,2062-12-29,0,50853.95953549142
926,23,Medium,Salaried,Fair,Direct mail,BNPL,8027.763763608227,3,0.17,D,On time,0,0,High,15,3.371439320246145,2051-11-21,0,228.51981951694142
927,31,High,Salaried,Good,App store,Personal loan,137070.32249085832,12,0.15,C,On time,0,0,High,5,1.003462637958697,2025-01-02,0,11390.509276717523
928,26,Low,Salaried,Poor,Digital ad,Personal loan,16830.670071631437,3,0.24,E,Default,1,1,Medium,8,0.9083778656477728,2030-09-14,1,-11103.798651205072
929,31,High,Business,Excellent,App store,BNPL,10265.501225912909,3,0.11,A,On time,0,0,Low,5,0.5347884272703393,2031-03-04,0,188.7732863488145
930,54,Medium,Salaried,Excellent,Partner referral,BNPL,29522.99634942263,6,0.11,A,On time,0,0,Medium,25,3.4709114081627854,2048-04-23,0,954.398327545845
931,59,Low,Salaried,Fair,Digital ad,Personal loan,42552.72646323127,6,0.19,D,Default,2,1,Medium,8,0.5139600710830926,2023-03-21,1,-27397.912495681332
932,34,Low,Salaried,Poor,Digital ad,SME working capital,26276.564842972646,3,0.24,E,Default,2,1,Medium,8,1.6047722806395306,2033-06-17,1,-17335.59531616559
933,52,High,Salaried,Excellent,Partner referral,BNPL,22956.59572806356,6,0.11,A,On time,0,0,Medium,25,2.950367058856685,2029-05-23,0,742.1244208987082
934,57,Low,Salaried,Poor,Digital ad,Personal loan,30376.859226108194,3,0.24,E,On time,0,0,Medium,8,0.679719529607614,2024-02-15,0,1223.0943998424118
935,45,Medium,Salaried,Excellent,Digital ad,Personal loan,53559.44668286237,12,0.13,A,On time,0,0,Low,8,1.4488968991833222,2045-03-27,0,3845.9597132412673
936,36,Medium,Salaried,Poor,Partner referral,Personal loan,118322.14437324999,6,0.24,E,On time,0,0,Medium,25,6.745283230922609,2034-09-05,0,8419.197275615355
937,50,Medium,Salaried,Poor,Digital ad,Personal loan,28772.33562810321,3,0.24,E,Default,1,1,Low,8,1.882882765747521,2055-11-23,1,-18982.145106501037
938,29,High,Salaried,Excellent,App store,BNPL,22482.859458642422,6,0.11,A,Default,1,1,High,5,1.324932554203202,2032-08-23,1,-15011.191807715955
939,26,Medium,Salaried,Good,Direct mail,Personal loan,136910.99621081646,12,0.15,C,On time,0,0,Medium,15,3.7347021581158497,2039-02-14,0,11377.26930297364
940,50,Medium,Salaried,Good,Partner referral,BNPL,26713.15104738146,6,0.13,C,Late 1-15 days,0,0,Medium,25,3.1009848478688578,2033-12-10,0,1021.9678158076567
941,25,High,Salaried,Good,Digital ad,SME working capital,817872.5359202906,6,0.15,C,On time,0,0,High,8,1.075386507744474,2029-11-03,0,36152.30625061423
942,33,Medium,Salaried,Fair,Partner referral,BNPL,28172.461240570978,6,0.17,D,Late 15-30 days,0,0,Low,25,2.2224107116694594,2034-06-25,0,1413.2578169545304
943,23,High,Salaried,Good,Partner referral,SME working capital,765862.0619705254,12,0.15,C,Late 1-15 days,0,0,Low,25,4.929885680203743,2027-10-14,0,63642.94446117687
944,48,Medium,Salaried,Fair,Direct mail,Personal loan,110841.00718813436,6,0.19,D,Default,1,1,Medium,15,6.535991368114798,2043-09-03,1,-71365.86696736631
945,52,Low,Self-employed,Good,Digital ad,Personal loan,6178.720082800446,6,0.15,C,On time,0,0,Low,8,1.4977756572409264,2050-10-30,0,273.1171067125688
946,57,Medium,Salaried,Poor,Partner referral,Personal loan,46773.49528777961,6,0.24,E,Default,2,1,Low,25,5.09656964763632,2031-05-17,1,-29413.28453717963
947,57,Medium,Self-employed,Fair,Partner referral,Personal loan,122678.58640717744,6,0.19,D,Late 15-30 days,0,1,High,25,3.424169289315505,2048-03-27,0,6887.423675939208
948,47,Low,Salaried,Fair,Digital ad,Personal loan,49887.623059130456,3,0.19,D,Default,2,1,Low,8,1.1652758947216504,2039-11-09,1,-33333.28936967141
949,48,Low,Salaried,Poor,Digital ad,SME working capital,77594.57402344776,6,0.24,E,Default,2,1,Medium,8,1.9304142366240171,2048-01-19,1,-48794.96967782115
950,26,Low,Salaried,Good,Partner referral,BNPL,18235.23044219444,6,0.13,C,Default,1,1,High,25,5.7065146701415275,2053-08-25,1,-12067.034189743907
951,41,Medium,Salaried,Good,Digital ad,Personal loan,47927.40901482319,12,0.15,C,On time,0,0,Medium,8,0.5943986351486814,2034-04-20,0,3982.7556182249973
952,32,High,Salaried,Fair,App store,Personal loan,479164.9413196784,3,0.19,D,Default,1,1,Low,5,0.7817999669067772,2060-10-09,1,-320162.4504314248
953,31,Low,Salaried,Good,Direct mail,BNPL,20192.518911891355,6,0.13,C,Late 1-15 days,0,0,Low,15,4.182093839376948,2048-06-03,0,772.5073096557535
954,59,Medium,Self-employed,Good,Partner referral,BNPL,15693.07276283896,3,0.13,C,On time,0,0,Medium,25,6.198696428759899,2048-12-24,0,341.2377873943133
955,27,High,Salaried,Excellent,Partner referral,Personal loan,444554.81394397176,6,0.13,A,Late 1-15 days,0,0,Low,25,6.549249072618021,2023-04-12,0,17007.38005064486
956,29,Low,Business,Good,Digital ad,Personal loan,47897.69275094506,6,0.15,C,On time,0,0,High,8,0.9935979939310133,2028-10-20,0,2117.215068337675
957,44,Medium,Salaried,Excellent,Direct mail,Personal loan,71398.10079905618,12,0.13,A,On time,0,0,Medium,15,2.877605932877323,2053-04-12,0,5126.9054533188755
958,47,High,Self-employed,Good,Partner referral,Personal loan,306314.08155454777,6,0.15,C,On time,0,0,High,25,2.6202525126714993,2060-06-09,0,13539.958855293866
959,33,High,Salaried,Good,Partner referral,BNPL,5222.854986452142,3,0.13,C,On time,0,0,High,25,2.409579955857591,2045-11-19,0,113.56829260860923
960,47,Low,Business,Poor,Direct mail,SME working capital,96788.40121573102,3,0.24,E,Late 1-15 days,0,0,High,15,2.8013823568051883,2044-05-29,0,3897.0899070077576
961,34,Low,Salaried,Good,Digital ad,BNPL,5378.924882376822,3,0.13,C,Default,1,1,High,8,0.6501402566100563,2032-04-02,1,-3648.285465523407
962,39,Low,Salaried,Good,Partner referral,BNPL,28012.782046838012,3,0.13,C,On time,0,0,High,25,4.487540226054328,2034-03-25,0,609.1235227722827
963,46,Medium,Salaried,Poor,Partner referral,Personal loan,48879.46768723706,6,0.24,E,Default,2,1,High,25,5.7922953998272835,2035-03-26,1,-30737.61501604536
964,54,Medium,Business,Poor,Digital ad,Personal loan,138596.87824273098,6,0.24,E,Default,2,1,High,8,0.9489577535711109,2038-12-16,1,-87155.97136020256
965,33,Medium,Business,Good,Digital ad,BNPL,14664.574781431756,3,0.13,C,On time,0,0,Low,8,1.271111229900415,2058-12-27,0,318.8736283275193
966,57,Medium,Salaried,Fair,Partner referral,Personal loan,99008.19761959891,3,0.19,D,Late 15-30 days,0,0,High,25,6.395267518861559,2023-10-08,0,3151.676487317338
967,25,Low,Self-employed,Poor,Partner referral,Personal loan,6602.906273481343,6,0.24,E,On time,0,0,Medium,25,6.598316269954116,2049-08-25,0,469.82896399742276
968,26,Medium,Salaried,Fair,Digital ad,Personal loan,74298.34225731803,6,0.19,D,On time,0,0,Low,8,1.0270991160444585,2056-10-26,0,4171.259031691501
969,58,Medium,Salaried,Fair,Direct mail,SME working capital,210683.1842317118,6,0.19,D,On time,0,0,Medium,15,5.663568910918348,2028-09-30,0,11828.179584524885
970,29,Medium,Salaried,Excellent,Digital ad,Personal loan,26178.576537602687,12,0.13,A,On time,0,0,Low,8,0.6074274306646905,2032-11-20,0,1879.8131225996804
971,49,Medium,Business,Excellent,Partner referral,Personal loan,107607.07826353275,12,0.13,A,Default,2,1,Low,25,4.865527339008462,2054-03-09,1,-67597.98011440845
972,52,Medium,Salaried,Fair,Digital ad,Personal loan,129861.92200365578,3,0.19,D,On time,0,0,Medium,8,1.387474828977029,2055-03-30,0,4133.827056919807
973,30,Low,Salaried,Excellent,Digital ad,Personal loan,6115.100358556101,12,0.13,A,On time,0,0,High,8,1.3186406782879778,2029-04-20,0,439.1088982059855
974,50,Low,Salaried,Poor,Digital ad,Personal loan,27164.102196563214,6,0.24,E,Default,2,1,High,8,0.7475370291163662,2031-07-13,1,-17082.013268170038
975,35,Low,Salaried,Good,Partner referral,Personal loan,6517.911333973507,12,0.15,C,On time,0,0,High,25,5.331292882924689,2054-02-21,0,541.6367902643487
976,43,Low,Salaried,Poor,Direct mail,Personal loan,44298.22637742714,6,0.24,E,Default,2,1,Medium,15,3.156850161397192,2034-11-15,1,-27856.723747392916
977,32,Medium,Salaried,Good,Digital ad,SME working capital,119224.31074005365,6,0.15,C,Late 1-15 days,0,0,High,8,1.875772692444262,2047-11-16,0,5270.055668934801
978,44,Low,Salaried,Poor,Digital ad,BNPL,3638.692912448064,6,0.22,E,On time,0,0,High,8,0.6329602140136062,2026-05-11,0,237.01687006829843
979,22,Low,Salaried,Poor,Partner referral,BNPL,26015.54120317811,6,0.22,E,Default,1,1,High,25,5.379690917139152,2027-09-19,1,-16516.280727606198
980,58,Medium,Salaried,Excellent,Digital ad,BNPL,14446.215784029499,3,0.11,A,On time,0,0,Medium,8,1.0843263072304294,2038-11-05,0,265.65284722498654
981,42,Medium,Salaried,Fair,Digital ad,BNPL,4671.452176432023,3,0.17,D,Default,1,1,Medium,8,0.9956655541940755,2045-09-06,1,-3137.038095178505
982,47,Medium,Business,Excellent,App store,BNPL,20141.730770705075,3,0.11,A,On time,0,0,Low,5,0.9559817924759912,2031-06-05,0,370.3882184282629
983,57,Medium,Salaried,Poor,Partner referral,BNPL,21756.788790418497,3,0.22,E,Late 1-15 days,0,0,Low,25,3.85820722457139,2053-04-26,0,802.5796389732823
984,44,Medium,Self-employed,Poor,Digital ad,BNPL,17913.370826401053,6,0.22,E,Default,2,1,Medium,8,0.8489705745283322,2048-12-16,1,-11372.519950129179
985,22,High,Salaried,Excellent,Partner referral,BNPL,11299.601048906517,3,0.11,A,On time,0,0,Medium,25,6.214158339241568,2049-01-18,0,207.78944714829595
986,36,Low,Salaried,Fair,Direct mail,Personal loan,24101.867616357904,6,0.19,D,Late 15-30 days,0,1,Low,15,5.1379656988214935,2028-02-13,0,1353.1275385281406
987,42,Medium,Salaried,Fair,Direct mail,Personal loan,144355.10297444026,6,0.19,D,On time,0,0,Medium,15,5.693513718667559,2023-04-13,0,8104.38710688171
988,30,High,Self-employed,Fair,Partner referral,Personal loan,313744.66945046984,3,0.19,D,Default,1,1,Medium,25,3.161028126907877,2027-09-27,1,-209633.99764684442
989,30,High,Self-employed,Good,Partner referral,BNPL,13117.657481946468,3,0.13,C,On time,0,0,Low,25,3.049639124506681,2046-12-10,0,285.23670810573094
990,31,Low,Salaried,Poor,Direct mail,Personal loan,36868.63751267918,3,0.24,E,Default,1,1,Medium,15,4.139101040921986,2036-12-16,1,-24323.56678270823
991,47,Medium,Salaried,Good,Direct mail,BNPL,4132.40537331992,6,0.13,C,Late 1-15 days,0,0,Low,15,5.541552566088477,2044-04-12,0,158.09386492491558
992,56,Low,Self-employed,Fair,Partner referral,Personal loan,18060.253660738475,3,0.19,D,On time,0,0,High,25,6.859587985635514,2047-02-26,0,574.9026665067686
993,46,Medium,Salaried,Good,Partner referral,Personal loan,53309.087976554205,24,0.16999999999999998,C,Late 1-15 days,0,0,Low,25,3.8399162902895716,2041-05-18,0,9948.240164896182
994,47,Medium,Self-employed,Excellent,Digital ad,Personal loan,110012.94303557105,24,0.15,A,On time,0,0,High,8,1.792983970051286,2036-05-21,0,18006.86935422942
995,32,Medium,Salaried,Good,Digital ad,BNPL,18909.55773107973,3,0.13,C,Default,2,1,High,8,1.8971342773331306,2031-04-24,1,-12825.511814786678
996,59,Medium,Self-employed,Fair,App store,Personal loan,119929.55537248982,6,0.19,D,On time,0,0,High,5,0.5104517182417585,2052-04-12,0,6733.087520064699
997,23,Medium,Salaried,Fair,App store,Personal loan,78346.55059349757,6,0.19,D,On time,0,0,Medium,5,1.5716738451988503,2060-10-05,0,4398.533625867189
998,28,Medium,Salaried,Good,Direct mail,BNPL,6870.417745209209,3,0.13,C,On time,0,0,Low,15,4.139199380424008,2060-12-14,0,149.39369652331243
999,39,High,Self-employed,Good,Digital ad,BNPL,7119.174151955563,3,0.13,C,On time,0,0,High,8,1.3857691337974984,2024-03-31,0,154.8027765117322
1000,48,Medium,Salaried,Fair,Digital ad,SME working capital,320370.1539926606,3,0.19,D,On time,0,0,Low,8,1.2927878210105805,2048-01-10,0,10198.176573785371
1001,55,Low,Salaried,Good,Digital ad,SME working capital,25991.535457240432,12,0.15,C,On time,0,0,High,8,1.7991329077763303,2058-12-26,0,2159.8900503175973
1002,48,Medium,Salaried,Excellent,Direct mail,BNPL,18635.356383367183,6,0.11,A,On time,0,0,Low,15,2.9311307223610577,2037-05-01,0,602.4304835120238
1003,38,Low,Salaried,Fair,Digital ad,BNPL,8486.848578407888,3,0.17,D,On time,0,0,High,8,1.5332086950542354,2053-07-09,0,241.5882134196836
1004,45,Medium,Salaried,Good,Direct mail,Personal loan,51784.72306515463,12,0.15,C,On time,0,0,Medium,15,3.2563992901990013,2058-01-09,0,4303.2974443117055
1005,46,High,Business,Good,Partner referral,Personal loan,139363.02219233575,6,0.15,C,Late 15-30 days,0,1,Medium,25,6.1742967077360476,2032-11-01,0,6160.244337632932
1006,28,High,Self-employed,Good,Partner referral,BNPL,29419.873215025753,3,0.13,C,Default,2,1,Medium,25,6.366410772839746,2061-03-05,1,-19954.19125475727
1007,27,Medium,Salaried,Good,App store,BNPL,3707.577771423775,3,0.13,C,Late 15-30 days,0,1,Low,5,0.8214914206302415,2048-04-16,0,80.6193697329245
1008,45,Low,Self-employed,Fair,Direct mail,SME working capital,31820.119021733284,6,0.19,D,On time,0,0,High,15,3.7768955596639966,2050-02-09,0,1786.445764822296
1009,54,Low,Salaried,Poor,Direct mail,SME working capital,49213.43453914857,6,0.24,E,On time,0,0,High,15,4.661422395811652,2041-11-30,0,3501.7757342922705
1010,50,Medium,Salaried,Good,Digital ad,Personal loan,81974.68748066871,12,0.15,C,On time,0,0,Medium,8,0.5997260595981734,2038-05-14,0,6812.075883653437
1011,43,Low,Salaried,Fair,App store,SME working capital,96063.94312583724,3,0.19,D,Late 1-15 days,0,0,Medium,5,1.25841224139826,2044-09-06,0,3057.95356453149
1012,47,Medium,Self-employed,Poor,Digital ad,Personal loan,55223.515625415006,3,0.24,E,On time,0,0,Medium,8,1.398506006053903,2030-07-14,0,2223.5206147646386
1013,49,Low,Self-employed,Poor,Digital ad,Personal loan,37444.0151635127,3,0.24,E,On time,0,0,High,8,1.8653567337976062,2038-01-26,0,1507.6464921279621
1014,42,Medium,Salaried,Good,Direct mail,Personal loan,107048.57960633509,12,0.15,C,On time,0,0,Low,15,3.829705199214147,2034-01-14,0,8895.710004233144
1015,28,Low,Salaried,Fair,Digital ad,SME working capital,61399.582942102694,6,0.19,D,Default,1,1,High,8,0.8603303393294823,2056-06-21,1,-39532.61143378491
1016,38,High,Salaried,Excellent,Partner referral,Personal loan,206424.266820124,6,0.13,A,On time,0,0,Medium,25,4.65757459787623,2057-07-25,0,7897.194783111801
1017,41,Medium,Salaried,Fair,Partner referral,Personal loan,44579.59779852292,6,0.19,D,Late 1-15 days,0,0,Medium,25,6.084836333175782,2035-06-27,0,2502.78868002534
1018,41,Medium,Salaried,Poor,Partner referral,BNPL,6942.579048075149,3,0.22,E,On time,0,0,Low,25,4.843284722876803,2052-01-31,0,256.10271072730575
1019,43,Low,Salaried,Poor,App store,BNPL,11687.847738853428,6,0.22,E,On time,0,0,High,5,1.7969500193198313,2040-06-17,0,761.3220339152267
1020,49,Medium,Self-employed,Good,Direct mail,BNPL,5839.435490530816,6,0.13,C,On time,0,0,Medium,15,2.898781398076035,2056-09-14,0,223.39989480172062
1021,28,Low,Self-employed,Fair,Digital ad,Personal loan,49936.127994696115,6,0.19,D,On time,0,0,Medium,8,1.8064755076451968,2056-09-22,0,2803.5151064903184
1022,22,Medium,Salaried,Excellent,Digital ad,BNPL,14482.852750192636,6,0.11,A,On time,0,0,Medium,8,1.340648912167857,2054-01-01,0,468.1913136214189
1023,53,High,Salaried,Excellent,App store,BNPL,17091.725953524838,6,0.11,A,On time,0,0,High,5,0.9243456248787519,2033-12-05,0,552.5291021226258
1024,34,Medium,Self-employed,Excellent,Partner referral,BNPL,19260.8008401481,6,0.11,A,On time,0,0,High,25,2.4531840034937016,2027-04-30,0,622.649404940581
1025,51,Medium,Business,Poor,Digital ad,Personal loan,49473.00651067008,6,0.24,E,Late 15-30 days,0,1,High,8,0.6150378530924137,2026-04-28,0,3520.2455452227296
1026,44,Medium,Salaried,Poor,Partner referral,Personal loan,85219.21483115865,3,0.24,E,On time,0,0,Medium,25,5.373373465199725,2034-02-21,0,3431.2679807718087
1027,40,High,Salaried,Fair,Digital ad,BNPL,3760.9313702310246,6,0.17,D,On time,0,0,Low,8,1.9241393348152638,2023-06-23,0,188.66529312512375
1028,53,High,Self-employed,Good,Digital ad,Personal loan,487666.82334423956,12,0.15,C,Late 1-15 days,0,0,Low,8,1.5874473813025778,2023-02-20,0,40524.99019706034
1029,51,Medium,Self-employed,Fair,Partner referral,BNPL,15239.120260510634,3,0.17,D,On time,0,0,Medium,25,5.6925233193139535,2034-06-24,0,433.79963761709223
1030,50,Medium,Salaried,Good,Digital ad,BNPL,2830.5412188485348,3,0.13,C,Default,1,1,Low,8,0.7992720024488154,2035-03-23,1,-1919.8301917402732
1031,50,Medium,Salaried,Poor,Digital ad,BNPL,18774.074275061917,3,0.22,E,On time,0,0,Low,8,0.9702047898194652,2052-01-03,0,692.5511801802495
1032,51,Low,Salaried,Poor,Partner referral,SME working capital,28009.145015839935,3,0.24,E,Default,1,1,Medium,25,5.998200130332181,2024-02-04,1,-18478.640798294975
1033,37,Medium,Salaried,Good,Direct mail,Personal loan,123747.56723654125,24,0.16999999999999998,C,On time,0,0,Low,15,4.504104384990447,2025-01-19,0,23093.070345382497
1034,40,Medium,Self-employed,Fair,Partner referral,Personal loan,144169.45204666536,3,0.19,D,Default,2,1,High,25,2.122703671566957,2052-03-01,1,-96329.3452093812
1035,39,Low,Salaried,Good,Partner referral,SME working capital,93324.80317003357,24,0.16999999999999998,C,Default,2,1,High,25,3.3137943165810784,2039-04-25,1,-47911.615851622046
1036,22,Low,Self-employed,Good,Partner referral,BNPL,13977.942333701736,3,0.13,C,On time,0,0,Medium,25,6.402148439750799,2051-06-14,0,303.94315927550815
1037,35,Medium,Salaried,Poor,Partner referral,Personal loan,114072.97779748378,6,0.24,E,On time,0,0,Low,25,6.08947272789212,2039-02-19,0,8116.848363264013
1038,23,High,Salaried,Excellent,Direct mail,Personal loan,162321.67781009746,12,0.13,A,Default,2,1,Medium,15,2.930010279972597,2045-11-04,1,-101969.29166566659
1039,49,Medium,Self-employed,Good,Digital ad,Personal loan,34462.011571138406,24,0.16999999999999998,C,On time,0,0,High,8,0.8693469596484313,2032-07-06,0,6431.105477285579
1040,51,Medium,Self-employed,Good,Digital ad,SME working capital,300788.98439441214,12,0.15,C,Default,2,1,High,8,1.915455740993535,2037-07-12,1,-185556.80022905895
1041,59,Medium,Business,Poor,Partner referral,SME working capital,266171.20986307866,3,0.24,E,Default,2,1,Low,25,4.0148294115283765,2032-09-02,1,-175602.72457891455
